GeneID	Chromosome	Gene_Start	Gene_End	Best_SNP	Best_SNP_Position	Best_P_Value	N_Phenotypes	Phenotypes	All_SNPs	N_SNPs	P_Values
SORBI_3001G276300	1	53851833	53855994	SNP_53871418	53871418	6.27E-12	14	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3); TG(12:0_16:0_18:2); TG(12:0_18:1_18:1); TG(12:0_18:1_18:2); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_53871418; SNP_53875905; SNP_53874241; SNP_53872793; SNP_53827976; SNP_53828232; SNP_53828863; SNP_53844639; SNP_53845065; SNP_53845093; SNP_53846459; SNP_53852306; SNP_53858661; SNP_53859636; SNP_53860115; SNP_53865130; SNP_53868664; SNP_53870997; SNP_53871047; SNP_53875042; SNP_53877090	21	4.4e-11; 8.9e-11; 6.3e-12; 6.4e-08; 1.5e-08; 1.3e-09; 4.2e-08; 1.7e-08; 1.3e-08; 7.9e-08; 6.9e-08; 3.2e-08; 2.1e-08; 2.0e-08
SORBI_3001G276400	1	53882948	53887075	SNP_53871418	53871418	6.27E-12	14	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3); TG(12:0_16:0_18:2); TG(12:0_18:1_18:1); TG(12:0_18:1_18:2); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_53871418; SNP_53875905; SNP_53874241; SNP_53872793; SNP_53858661; SNP_53859636; SNP_53860115; SNP_53865130; SNP_53868664; SNP_53870997; SNP_53871047; SNP_53875042; SNP_53877090; SNP_53887504	14	4.4e-11; 8.9e-11; 6.3e-12; 6.4e-08; 1.5e-08; 1.3e-09; 4.2e-08; 1.7e-08; 1.3e-08; 7.9e-08; 6.9e-08; 3.2e-08; 2.1e-08; 2.0e-08
SORBI_3001G276500	1	53887513	53888083	SNP_53871418	53871418	6.27E-12	14	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3); TG(12:0_16:0_18:2); TG(12:0_18:1_18:1); TG(12:0_18:1_18:2); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_53871418; SNP_53875905; SNP_53874241; SNP_53872793; SNP_53865130; SNP_53868664; SNP_53870997; SNP_53871047; SNP_53875042; SNP_53877090; SNP_53887504	11	4.4e-11; 8.9e-11; 6.3e-12; 6.4e-08; 1.5e-08; 1.3e-09; 4.2e-08; 1.7e-08; 1.3e-08; 7.9e-08; 6.9e-08; 3.2e-08; 2.1e-08; 2.0e-08
SORBI_3001G276550	1	53897162	53903920	SNP_53875905	53875905	2.39E-09	14	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3); TG(12:0_16:0_18:2); TG(12:0_18:1_18:1); TG(12:0_18:1_18:2); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_53875905; SNP_53874241; SNP_53872793; SNP_53875042; SNP_53877090; SNP_53887504	6	2.4e-09; 2.2e-08; 3.2e-09; 9.3e-08; 7.3e-08; 1.2e-08; 4.2e-08; 1.7e-08; 1.3e-08; 7.9e-08; 6.9e-08; 3.2e-08; 2.1e-08; 9.8e-08
SORBI_3007G101800	7	26843061	26848085	SNP_26872358	26872358	3.88E-13	13	gibberellic acid; PC(22:1_22:1); TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_26871761; SNP_26859180; SNP_26872358	3	2.5e-08; 8.6e-11; 3.9e-13; 9.1e-12; 5.3e-13; 2.2e-10; 1.6e-10; 2.6e-12; 9.9e-10; 1.1e-11; 2.0e-12; 2.8e-08; 3.6e-09
SORBI_3001G231800	1	22398330	22399091	SNP_22392268	22392268	1.85E-10	13	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:0_18:2_20:1); TG(18:1_18:2_18:2)	SNP_22392268; SNP_22419542; SNP_22381705; SNP_22381740	4	1.0e-08; 2.5e-10; 1.9e-08; 3.0e-09; 3.0e-08; 5.7e-10; 7.9e-08; 5.1e-09; 2.0e-08; 8.8e-10; 3.0e-09; 1.3e-08; 1.8e-10
SORBI_3008G131800	8	55801939	55815614	SNP_55831934	55831934	6.20E-14	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_55831934; SNP_55831923	2	1.2e-12; 7.0e-08; 6.2e-14; 1.1e-12; 1.0e-13; 2.6e-11; 2.5e-12; 1.1e-12; 7.2e-11; 8.7e-12; 4.1e-12; 1.6e-08
SORBI_3008G131900	8	55816339	55821120	SNP_55831934	55831934	6.20E-14	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_55831934; SNP_55831923	2	1.2e-12; 7.0e-08; 6.2e-14; 1.1e-12; 1.0e-13; 2.6e-11; 2.5e-12; 1.1e-12; 7.2e-11; 8.7e-12; 4.1e-12; 1.6e-08
SORBI_3008G132000	8	55839853	55843326	SNP_55831934	55831934	6.20E-14	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_55831934; SNP_55831923	2	1.2e-12; 7.0e-08; 6.2e-14; 1.1e-12; 1.0e-13; 2.6e-11; 2.5e-12; 1.1e-12; 7.2e-11; 8.7e-12; 4.1e-12; 1.6e-08
SORBI_3008G132200	8	55848764	55854063	SNP_55831934	55831934	6.20E-14	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_55831934; SNP_55831923	2	1.2e-12; 7.0e-08; 6.2e-14; 1.1e-12; 1.0e-13; 2.6e-11; 2.5e-12; 1.1e-12; 7.2e-11; 8.7e-12; 4.1e-12; 1.6e-08
SORBI_3007G111800	7	42565325	42572457	SNP_42553822	42553822	1.80E-13	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_42553502; SNP_42553521; SNP_42553687; SNP_42553822	4	8.1e-12; 6.1e-08; 1.8e-13; 7.7e-13; 3.4e-13; 3.8e-12; 1.8e-11; 1.2e-12; 1.1e-11; 1.5e-12; 6.1e-13; 1.8e-09
SORBI_3005G208000	5	69439654	69445574	SNP_69466657	69466657	5.86E-13	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657; SNP_69466660; SNP_69469465	3	7.6e-12; 2.5e-08; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3005G208100	5	69450847	69463596	SNP_69466657	69466657	5.86E-13	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657; SNP_69466660; SNP_69469465	3	7.6e-12; 2.5e-08; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3005G208200	5	69471024	69476908	SNP_69466657	69466657	5.86E-13	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657; SNP_69466660; SNP_69469465	3	7.6e-12; 2.5e-08; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3005G208275	5	69483055	69485289	SNP_69466657	69466657	5.86E-13	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657; SNP_69466660; SNP_69469465	3	7.6e-12; 2.5e-08; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3005G208350	5	69486744	69488963	SNP_69466657	69466657	5.86E-13	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_69466657; SNP_69466660; SNP_69469465	3	7.6e-12; 2.5e-08; 5.9e-13; 1.3e-12; 1.1e-12; 8.3e-12; 1.1e-12; 1.8e-12; 2.4e-11; 2.4e-12; 6.2e-13; 3.0e-09
SORBI_3008G062700	8	6677991	6680787	SNP_6659388	6659388	7.51E-13	12	"9,12,13,TriHODE; TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:0_18:2_20:1); TG(18:1_18:2_18:2)"	SNP_6681058; SNP_6659388	2	9.4e-08; 1.4e-11; 8.3e-09; 1.6e-09; 3.7e-10; 1.1e-09; 7.5e-13; 2.1e-08; 2.3e-12; 9.1e-10; 2.1e-08; 5.6e-09
SORBI_3007G103350	7	29073128	29074987	SNP_29096133	29096133	1.06E-12	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_29096133; SNP_29089358; SNP_29096267; SNP_29096268; SNP_29049275	5	8.7e-12; 4.3e-08; 1.3e-12; 7.2e-12; 5.9e-12; 5.3e-11; 1.1e-12; 9.7e-12; 1.8e-10; 2.3e-11; 3.6e-12; 4.5e-09
SORBI_3007G149900	7	58154754	58157722	SNP_58169638	58169638	3.89E-12	12	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:0_20:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_58169638; SNP_58169898; SNP_58173182; SNP_58169885	4	2.5e-11; 3.9e-12; 3.2e-11; 6.8e-11; 7.0e-11; 5.4e-11; 4.3e-11; 1.6e-09; 1.4e-11; 3.7e-08; 2.2e-11; 1.7e-09
SORBI_3007G149950	7	58188662	58189682	SNP_58169638	58169638	3.89E-12	12	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:0_20:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_58169638; SNP_58169898; SNP_58173182; SNP_58169885	4	2.5e-11; 3.9e-12; 3.2e-11; 6.8e-11; 7.0e-11; 5.4e-11; 4.3e-11; 1.6e-09; 1.4e-11; 3.7e-08; 2.2e-11; 1.7e-09
SORBI_3007G150000	7	58190351	58192744	SNP_58169638	58169638	3.89E-12	12	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:0_20:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_58169638; SNP_58169898; SNP_58173182; SNP_58169885	4	2.5e-11; 3.9e-12; 3.2e-11; 6.8e-11; 7.0e-11; 5.4e-11; 4.3e-11; 1.6e-09; 1.4e-11; 3.7e-08; 2.2e-11; 1.7e-09
SORBI_3006G040101	6	19310258	19314726	SNP_19328998	19328998	4.63E-12	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_19301743; SNP_19328998; SNP_19328991	3	3.1e-10; 1.4e-08; 4.6e-12; 2.1e-10; 5.2e-12; 8.2e-10; 7.7e-11; 2.6e-10; 6.4e-08; 8.4e-11; 7.2e-11; 7.7e-09
SORBI_3008G064400	8	7063212	7064392	SNP_7059062	7059062	1.19E-11	12	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	SNP_7051650; SNP_7051654; SNP_7057626; SNP_7057661; SNP_7057672; SNP_7059062; SNP_7060549; SNP_7059054; SNP_7039070; SNP_7039149; SNP_7039238; SNP_7051426; SNP_7060692; SNP_7061925; SNP_7053532; SNP_7057603	16	2.5e-10; 2.7e-10; 6.7e-11; 2.4e-10; 4.6e-10; 1.2e-11; 1.3e-10; 1.8e-10; 2.5e-09; 1.8e-10; 1.8e-10; 1.3e-10
